# chr: chromosome
# st: starting position for the segment
# sp: end position for the segment
# maxsize: maximum size of phenotype clusters
# count: counts of phenotypes in cluster, comma delimited
# phenos: phenotypes in each cluster, comma delimited. Clusters are semi-colon delimited
# snps: minimum P-values in the region for each phenotype. nan = missing data. space-delimited, in format [phenotype]:[best snp]:[Z scores for all phenotypes in same order as in phenos]
# NB: often will want to exclude the MHC from 26-34Mb on chromosome 6
chr	st	sp	maxsize	count	phenos	snps
chr2	142518602	144519484	2	2	DIMP-23,UB-23	DIMP_23:rs4662213:5.73266,5.37921 UB_23:rs6430042:5.62088,5.44401
chr2	144519484	146445570	2	2	DIMP-23,MPB-23	DIMP_23:rs17479393:-11.7361,3.80295 MPB_23:rs58117425:-11.3687,4.29747
chr2	155391135	157560635	5	5	AAM,AAM-23,HEIGHT,MPB-23,AVD-23	AAM:rs142058842:8.91346,5.28517,4.28769,-3.48347,5.78928 AAM_23:rs72887152:8.77934,5.33868,4.21046,-3.59105,5.69701 HEIGHT:rs113115898:8.33527,5.06642,4.3219,-3.25621,5.02567 MPB_23:rs150068885:nan,2.7263,nan,-3.7584,2.73618 AVD_23:rs142058842:8.91346,5.28517,4.28769,-3.48347,5.78928
chr2	161769733	163503551	2	2	EDU,SCZ	EDU:rs4500960:-6.264,4.64669 SCZ:rs2909457:5.715,-5.475
chr2	165178840	167160270	4	4	TG,HDL,WHR,LDL	TG:rs10195252:-6.393,5.34,-5.93232,-4.763 HDL:rs12328675:-5.553,6.314,-4.1826,-1.907 WHR:rs12692735:-5.369,4.847,-6.36364,-3.907 LDL:rs10184004:-6.384,5.318,-5.97738,-4.843
chr2	167355970	169968236	2	2	PLT,FG	PLT:rs560887:3.61034,20.8824 FG:rs560887:3.61034,20.8824
chr2	178553183	181312739	2	2	MIGR-23,NST-23	MIGR_23:rs17400325:4.12137,10.3598 NST_23:rs17400325:4.12137,10.3598
chr2	189882065	191973357	2	2	HTHY-23,RA	HTHY_23:rs11889341:3.96029,6.76424 RA:rs16833214:3.4291,7.34658
chr2	198078110	199311125	3	3	ATH-23,ALL-23,CD	ATH_23:rs2164068:-4.18356,-7.03036,-4.57168 ALL_23:rs2164068:-4.18356,-7.03036,-4.57168 CD:rs6738825:-3.20507,-6.25293,-4.99581
chr2	199311125	201576284	2	2;2	ALL-23,UC;AAM,HEIGHT	ALL_23:rs17447598:4.85441,1.79321,-0.538836,2.125 UC:rs13413152:4.15484,5.42597,7.11738,3.63636 AAM:rs1400974:nan,4.25048,8.3915,4.19355 HEIGHT:rs6754400:2.60697,2.41884,4.89288,5.24167
chr2	202818637	205799241	4	3;2;4;2	HTHY-23,TS-23,RA;MPB-23,EDU;MIGR-23,NST-23,TC,CAD;AAM,HEIGHT	HTHY_23:rs3087243:-8.2743,-3.8483,-7.91237,0.695141,1.615,2.21469,-1.15713,0.48,1.23412,0.305481,-2.03333 TS_23:rs231779:7.7304,5.04925,6.45552,0.174973,-1.658,-2.14042,1.10814,-0.241,-2.60732,0.49585,0.4 RA:rs11571302:-8.06551,-3.19301,-9.5506,0.645275,1.576,2.55429,-0.662918,0.566622,1.38049,-0.244212,-1.64504 MPB_23:rs12623702:0.292149,-0.168918,0.487267,-4.96529,-4.906,1.34526,-0.062433,0.624578,nan,-1.22886,0.225738 EDU:rs4675248:-0.510864,0.253565,-0.492175,4.65354,5.142,-1.55591,-0.067031,-0.381684,1.68081,1.13682,-0.464416 MIGR_23:rs149163995:2.32183,0.705983,-1.71452,0.275784,1.787,-6.7427,-3.74468,nan,nan,nan,nan NST_23:rs72934545:1.60352,-0.173858,-1.05718,1.14834,0.855,-5.64016,-4.7513,-3.31672,6.29446,1.50673,2.5924 TC:rs12464670:-1.92592,0.0934174,0.874862,-0.321709,0.786,2.40797,-1.06808,4.81309,-0.082782,-2.79781,0.301046 CAD:rs2351524:-1.29674,0.186145,1.05718,-1.01837,-0.857,5.53875,4.6351,3.508,-6.72506,-1.81842,-2.55814 AAM:rs12468226:-0.592646,-0.166202,1.72539,0.596144,0.34,2.37603,-2.48161,2.574,-1.27704,-4.62756,-5.33333 HEIGHT:rs6435143:-3.12931,-1.5998,-0.0,1.18394,0.066,1.20068,1.1258,2.189,-2.10239,-1.20036,-6.33333
chr2	218395480	220454551	2	2	TS-23,NST-23	TS_23:rs146199923:4.17609,6.54302 NST_23:rs146199923:4.17609,6.54302
chr2	224859419	225840004	2	2	EDU,SCZ	EDU:rs11891018:4.692,-2.27744 SCZ:rs11685299:4.094,-5.71316
chr2	225840004	228119842	5	5;2	TG,HDL,T2D,NST-23,CAD;PLT,HEIGHT	TG:rs2943645:5.584,-5.855,3.91878,4.45972,3.43874,-0.143747,0.8 HDL:rs1515100:5.408,-5.997,4.75342,4.63196,3.35702,-0.158199,0.966667 T2D:rs7578326:-4.652,5.168,-4.78616,-3.29349,-4.29548,0.426697,-0.96875 NST_23:rs2972157:4.72759,-5.20592,3.88992,4.9064,2.99303,0.272205,0.592275 CAD:rs7578326:-4.652,5.168,-4.78616,-3.29349,-4.29548,0.426697,-0.96875 PLT:rs13017230:-0.19,2.076,-2.36562,0.558789,1.24646,4.62329,-4.47368 HEIGHT:rs11676298:-0.348414,1.87141,-2.3207,0.345156,1.14904,4.54254,-4.59459
chr2	228119842	229370787	2	2	ATH-23,ALL-23	ATH_23:rs6738964:5.27439,4.75215 ALL_23:rs1721359:5.21466,4.76069
chr2	233550003	235150987	2	2	EDU,SCZ	EDU:rs7588513:-4.136,-5.80596 SCZ:rs6704768:-3.786,-6.97095
chr2	241560084	242149921	2	2;2	BHM-23,HEIGHT;ALL-23,UC	BHM_23:rs4417704:7.17612,6.78603,1.8101,0.125482 HEIGHT:rs4417704:7.17612,6.78603,1.8101,0.125482 ALL_23:rs34236350:2.698,0.12279,-4.09003,6.19763 UC:rs3749171:3.04086,0.349749,-3.50488,6.82875
chr2	242149921	243188920	2	2	ATH-23,ALL-23	ATH_23:rs34290285:-8.3311,-6.98897 ALL_23:rs1106639:-6.98613,-7.2174
chr20	25344231	31614823	3	2;3	MIGR-23,EDU;UB-23,RBC,PD-23	MIGR_23:rs6058750:5.11321,-3.608,0.927063,1.46069,-0.583513 EDU:rs293570:4.81075,-4.24,0.925448,1.35823,0.310476 UB_23:rs1471782:-1.72451,-1.63,4.70665,-3.83058,-4.67868 RBC:rs6060399:-1.59399,-1.983,4.45305,-5.02475,-4.52285 PD_23:20:30093979:-1.58703,nan,4.19498,nan,-5.25831
chr20	32813441	34960446	3	3	BHM-23,WHR,HEIGHT	BHM_23:rs143384:-7.42848,-4.54601,23.4375 WHR:rs3795159:-6.74266,-5.0,22.6667 HEIGHT:rs143384:-7.42848,-4.54601,23.4375
chr20	36909530	38436761	3	3	DIMP-23,UB-23,NOSE-23	DIMP_23:rs6028446:10.0768,5.68911,5.54691 UB_23:rs6101559:9.75988,5.7754,5.60331 NOSE_23:rs6101567:9.81561,5.50096,5.63341
chr20	42680176	44839056	4	4;4	TS-23,CD,ALL-23,RA;MCV,HDL,RBC,TG	TS_23:rs6032664:-7.19482,-3.32063,3.22614,7.34658,0.23514,0.535028,0.828301,0.872895 CD:rs2143606:0.800542,-3.62398,1.41918,-1.98851,-0.496701,1.534,-1.86061,-1.347 ALL_23:rs4239702:-6.21539,-3.24976,3.64798,8.00339,0.315872,0.01356,1.06135,1.25714 RA:rs4239702:-6.21539,-3.24976,3.64798,8.00339,0.315872,0.01356,1.06135,1.25714 MCV:rs6065906:1.19468,-1.59282,-1.91828,-0.998918,4.11938,-9.747,-4.34417,8.464 HDL:rs6073966:1.51551,-1.2693,-1.8371,-0.969577,3.02888,-9.77143,-3.20621,8.10142 RBC:rs6065906:1.19468,-1.59282,-1.91828,-0.998918,4.11938,-9.747,-4.34417,8.464 TG:rs4810479:-1.16667,1.18758,1.137,0.565342,-4.06073,9.448,3.96324,-8.661
chr20	54055266	56447959	2	2	UB-23,NOSE-23	UB_23:rs230203:9.49572,-5.79509 NOSE_23:rs35130793:8.59256,-6.19248
chr20	62190180	62965163	2	2	NST-23,ALL-23	NST_23:rs4809319:-6.40966,nan ALL_23:rs6010992:-5.66811,5.16381
chr21	35225465	36524373	3	3	MIGR-23,CUP-23,CAD	MIGR_23:rs28451064:-5.57694,3.91486,5.03744 CUP_23:rs9976596:-4.69641,4.46002,4.33203 CAD:rs9982601:-5.21632,3.53802,6.24574
chr21	36524373	37870779	2	2	HEIGHT,AAM-23	HEIGHT:rs2835213:-4.78261,-0.569892 AAM_23:rs8131909:3.27353,5.7951
chr21	40482902	41389527	2	2	HEIGHT,AAM-23	HEIGHT:rs113617088:4.43213,4.89047 AAM_23:rs117143374:4.36344,5.87543
chr22	19912358	22357325	7	7	HEIGHT,CD,RA,MCV,HDL,TC,UC	HEIGHT:rs140491:-5.36518,5.94227,4.31703,-4.70719,-5.49738,-4.31139,3.89011 CD:rs5998509:-5.0991,6.10122,4.6006,-4.79929,-5.58863,-4.43309,3.77336 RA:rs11089637:-4.88372,5.45607,4.64325,-5.15688,-4.696,-3.806,3.3674 MCV:rs5754217:-5.27778,5.92395,4.07084,-6.13412,-5.562,-4.163,3.82401 HDL:rs181362:-5.27778,5.93386,4.07084,-4.8416,-5.712,-4.189,3.89401 TC:rs5754102:-5.27778,5.97567,4.54302,-4.79485,-5.635,-4.601,3.5356 UC:rs5994638:-5.31298,5.6973,4.31703,-4.7364,-5.42789,-4.18748,3.94568
chr22	27834752	29651799	3	3	HB,UB-23,WHR	HB:rs13056243:-5.20442,-4.14169,-3.33333 UB_23:rs5762799:-4.73719,-4.86081,-2.9321 WHR:rs2179129:-1.61644,-4.41518,-5.8103
chr22	29651799	31439918	2	2;2	RA,CD;TS-23,UC	RA:rs5752989:4.72846,-3.99209,10.2359,-2.86403 CD:rs714027:3.79861,-5.24357,12.4683,-2.99383 TS_23:rs75643554:nan,nan,12.804,nan UC:rs737909:2.18214,-4.02801,11.9085,-4.36625
chr22	32664986	34494914	2	2	MCV,NST-23	MCV:rs5749446:-6.60519,4.85586 NST_23:rs2072814:-5.86824,5.01838
chr22	39307894	40545797	3	3	TS-23,UC,CD	TS_23:rs140981463:-4.16338,nan,nan UC:rs4820372:3.98943,-4.73129,-6.44872 CD:rs7285952:3.87395,-4.41792,-6.74686
chr22	49824534	51243298	2	2	TS-23,UC	TS_23:rs137864:-5.45648,4.77931 UC:rs137862:-5.43913,4.81271
chr3	11019665	13070799	5	5;2	TG,PLT,TC,WHR,LDL;DIMP-23,T2D	TG:rs28524058:5.08798,2.30878,5.08435,5.08038,3.83134,1.52555,2.17395 PLT:rs9810259:-2.40636,-5.50872,-5.59886,-2.22245,-4.24389,0.0500733,0.519581 TC:rs2290159:-2.96225,-1.2402,-5.81548,-3.52941,-4.8106,-0.290182,-1.00387 WHR:rs9989973:4.93375,2.47855,5.17633,5.13791,3.9172,1.4824,2.1371 LDL:rs11709504:-2.354,-0.397634,-5.802,-3.36265,-5.186,-0.0494358,0.189118 DIMP_23:rs12639094:-2.5239,1.73555,-1.71534,2.30064,-1.59944,4.15501,-3.25327 T2D:rs11709077:-3.268,3.81588,-0.458,0.701794,-0.986,3.71576,-6.09418
chr3	22204244	23804865	2	2	HB,PS-23	HB:rs6770091:5.4626,-4.40922 PS_23:rs201670320:nan,4.52857
chr3	41064528	42540002	2	2	NST-23,HEIGHT	NST_23:rs6781242:6.17167,4.58717 HEIGHT:rs6776881:6.08674,5.51724
chr3	45165153	46657500	2	2	RA,UC	RA:rs55842014:-5.31836,1.90455 UC:rs6762266:-4.53776,3.75767
chr3	47727212	51832015	2	2	CEI-23,AAM-23	CEI_23:rs7629322:-5.78666,-4.68478 AAM_23:rs2029591:-5.65141,-4.80906
chr3	51832015	54081390	2	2;2	HEIGHT,CD;HDL,WHR	HEIGHT:rs2581830:-10.3333,-4.686,-2.971,1.86047 CD:rs2581828:-9.85579,-4.81196,-2.94867,1.65647 HDL:rs13326165:-3.15789,-0.529729,-5.004,3.66279 WHR:rs13076508:1.5942,0.490281,3.676,-5.46392
chr3	84367479	85582231	2	2	NST-23,EDU	NST_23:rs190777270:4.12096,4.79 EDU:rs62252461:3.55672,5.149
chr3	85582231	87409732	4	4	NST-23,PS-23,ALL-23,EDU	NST_23:rs140878284:4.18662,-4.53993,2.24559,2.348 PS_23:rs66632973:3.29961,-5.5284,5.52207,-3.172 ALL_23:rs143013783:3.49568,-4.69326,5.91451,nan EDU:rs62263923:3.91563,-5.1943,2.98694,5.791
chr3	87409732	88298373	2	2	MIGR-23,AAM-23	MIGR_23:rs6805804:-5.29847,-3.9855 AAM_23:rs6419866:-5.02965,-5.06797
chr3	121974097	123517768	4	4	CEI-23,FG,T2D,HEIGHT	CEI_23:rs35606005:-4.37094,-4.38803,-3.4024,-2.76463 FG:rs11708067:-3.84837,-5.78947,-4.59633,-4.44444 T2D:rs11708067:-3.84837,-5.78947,-4.59633,-4.44444 HEIGHT:rs34642857:-3.45362,-5.34025,-4.00522,-4.50446
chr3	124936642	126214943	2	2	UB-23,MPB-23	UB_23:rs3890851:5.07301,-3.93885 MPB_23:rs113474764:0.295635,-4.57777
chr3	126214943	128194861	3	3	AAM,ATH-23,SCZ	AAM:rs2687729:6.69209,-4.64796,-4.16394 ATH_23:rs71618139:nan,-5.3132,-2.87911 SCZ:rs76939711:nan,0.694145,4.79264
chr3	135456906	137371083	2	2	HTHY-23,TG	HTHY_23:rs1471741:-4.54234,nan TG:rs645040:-3.51135,5.572
chr3	139954597	141339097	6	6	HEIGHT,CD,NST-23,MCV,MPB-23,ALL-23	HEIGHT:rs6808936:26.8966,3.78912,-9.70022,-4.89674,-4.95238,4.08826 CD:rs9846396:25.6667,3.97731,-9.28758,-4.9639,-4.94542,3.84837 NST_23:rs9866391:21.3333,2.2381,-9.83172,-3.98472,-3.0723,3.95213 MCV:rs6776003:12.9032,2.65646,-5.06007,-5.38766,-1.95467,2.98982 MPB_23:rs7625643:25.0333,3.91395,-8.84024,-4.79972,-5.23165,3.79279 ALL_23:rs7624084:24.3333,3.72256,-9.71375,-4.23623,-4.60254,4.32933
chr3	156008700	157312028	3	3	AAM,WHR,AAM-23	AAM:rs1482853:-6.28877,-5.90909,-4.62068 WHR:rs1482853:-6.28877,-5.90909,-4.62068 AAM_23:rs13322435:-5.26525,-5.53614,-4.86733
chr3	157312028	159477890	2	2	NOSE-23,CUP-23	NOSE_23:rs10633539:5.09825,-4.16682 CUP_23:rs113783001:-4.44943,4.40812
chr3	183769683	185068255	2	2	AAM,HEIGHT	AAM:rs939317:6.30403,-4.57143 HEIGHT:rs1881973:0.818264,-5.0
chr3	185068255	186890344	3	2;3	T2D,WHR;AAM,BMI,AAM-23	T2D:rs7651090:6.70602,3.74154,-0.025069,-1.97403,0.190791 WHR:rs7637773:6.18274,4.0,-0.037608,-2.0,0.173798 AAM:rs2002675:-1.43953,1.09091,5.81127,-1.47368,5.41157 BMI:rs4234588:1.95996,nan,-4.69241,6.71228,-4.5942 AAM_23:rs2002675:-1.43953,1.09091,5.81127,-1.47368,5.41157
chr3	186890344	188856214	3	3	ATH-23,ALL-23,CD	ATH_23:rs73196739:-6.07665,-4.51703,-3.78618 ALL_23:rs2030519:-4.27231,-6.09135,1.96395 CD:rs6762648:-4.96933,-4.29404,-4.44789
chr4	2842979	3846040	2	2	TC,HEIGHT	TC:rs13108218:-4.9672,5.50493 HEIGHT:rs4690014:-4.347,6.0
chr4	24135529	25609322	2	2	TS-23,CEI-23	TS_23:rs10939037:-6.73522,-4.06603 CEI_23:rs10027350:-4.38663,-4.70313
chr4	37255047	38907022	2	2	ATH-23,ALL-23	ATH_23:rs5743618:-6.91668,nan ALL_23:rs11727978:-4.61184,-8.82143
chr4	43965045	45189157	3	3	AAM,BMI,AAM-23	AAM:rs10938397:-6.41589,8.9366,-5.1142 BMI:rs12641981:-6.39552,8.9366,-5.22512 AAM_23:rs12641981:-6.39552,8.9366,-5.22512
chr4	74592390	77130707	2	2	BMI,PD-23	BMI:rs17001654:5.77358,-4.27784 PD_23:rs4859429:-1.25582,5.31183
chr4	80990297	82125315	2	2	UB-23,MPB-23	UB_23:rs3796606:6.5249,5.85664 MPB_23:rs4690116:6.21061,6.0174
chr4	87534648	89238028	6	6	PCV,HB,TG,HDL,RBC,TC	PCV:rs236996:5.25466,5.66655,-6.377,4.749,4.06735,-3.65 HB:rs236996:5.25466,5.66655,-6.377,4.749,4.06735,-3.65 TG:rs442177:-4.89987,-5.17517,6.827,-5.14,-3.52624,3.538 HDL:rs442177:-4.89987,-5.17517,6.827,-5.14,-3.52624,3.538 RBC:rs236996:5.25466,5.66655,-6.377,4.749,4.06735,-3.65 TC:rs1408:-4.26256,-4.73463,6.278,-4.128,-2.31524,3.993
chr4	100678360	103221356	7	7	HEIGHT,CD,NST-23,PD-23,SCZ,HDL,ALL-23	HEIGHT:rs13107325:-5.07692,nan,-3.98916,-5.24377,7.0712,-6.516,4.28628 CD:rs151404:-1.36111,4.21707,-3.42599,-2.81108,3.83611,-4.14,3.41601 NST_23:rs146950559:nan,nan,-4.24797,2.54578,nan,nan,-1.33463 PD_23:rs13107325:-5.07692,nan,-3.98916,-5.24377,7.0712,-6.516,4.28628 SCZ:rs35225200:-4.23916,nan,-4.04457,-5.11462,7.13667,-5.72393,3.90125 HDL:rs13107325:-5.07692,nan,-3.98916,-5.24377,7.0712,-6.516,4.28628 ALL_23:rs13107325:-5.07692,nan,-3.98916,-5.24377,7.0712,-6.516,4.28628
chr4	103221356	105305294	5	5;3;3	BMI,HDL,PS-23,PD-23,SCZ;AAM,AAM-23,AVD-23;TS-23,ALL-23,UC	BMI:rs13114461:5.25676,-5.87,-3.71934,-4.95713,4.32679,-2.19729,-0.341183,-1.18485,-1.3155,1.23095,-0.558994 HDL:rs13105581:4.75489,-6.02204,-4.24662,-4.93343,4.44088,-2.14956,-0.713788,-0.83829,-1.02217,1.87906,-0.432528 PS_23:rs13105581:4.75489,-6.02204,-4.24662,-4.93343,4.44088,-2.14956,-0.713788,-0.83829,-1.02217,1.87906,-0.432528 PD_23:rs13143234:4.93178,-5.71162,-3.73163,-4.97949,4.32232,-2.14382,-0.352215,-1.19635,-1.33181,1.21911,-0.558994 SCZ:rs34333163:4.83912,-5.88039,-4.167,-4.83789,4.73477,-2.11663,-0.222854,-0.904497,-1.18132,1.59761,-0.498398 AAM:rs3733632:-0.254902,-0.503,0.252383,0.550629,2.01533,6.23218,4.60976,3.48863,-0.999193,1.61395,0.163658 AAM_23:rs112217694:-0.450322,-1.93372,0.561618,2.07772,2.2371,5.56416,6.00785,3.36412,-1.16773,1.95107,0.90804 AVD_23:rs111903564:0.056796,-0.434665,0.40413,0.777988,1.13566,5.50903,4.70661,3.64934,-0.487948,1.74005,-0.142131 TS_23:rs230523:1.22484,-2.00839,-1.82846,0.0723718,-0.841086,1.21503,0.988163,-0.239515,7.92261,3.79377,-3.32927 ALL_23:rs10013613:-0.511519,1.98325,1.82258,0.356953,0.919183,-1.54407,-1.31991,0.558824,-6.36731,-4.15837,3.41865 UC:rs1005819:-0.552632,2.178,2.14757,0.47107,1.45129,-1.47579,-1.18667,0.0451371,-5.5176,-3.38384,3.73031
chr4	105305294	107501305	3	3	TS-23,UC,HEIGHT	TS_23:rs1391439:-7.33951,2.83135,-3.06667 UC:rs9790517:3.10729,-3.96871,4.0 HEIGHT:rs6855629:-7.04588,3.4476,-9.0
chr4	122657987	124286481	4	4	TS-23,ATH-23,ALL-23,CD	TS_23:rs6836189:-4.2407,-3.11428,-5.15088,-3.34144 ATH_23:rs4145717:3.37789,5.52272,7.03725,4.31653 ALL_23:rs148505069:3.54146,5.03178,7.27175,3.91238 CD:rs11727369:3.90934,4.12985,5.96164,4.3653
chr4	128996665	130591885	2	2	NST-23,EDU	NST_23:rs79167542:-4.28442,4.194 EDU:rs72677892:-0.929987,-4.301
chr5	9718832	11173271	2	2	RA,UC	RA:rs267963:-5.31836,-3.56922 UC:rs267931:-4.40778,-3.79624
chr5	35048970	36433954	2	2	ATH-23,ALL-23	ATH_23:rs35968532:4.69202,2.80648 ALL_23:rs7717955:-3.1496,-5.69491
chr5	40287729	41888710	2	2	RA,CD	RA:rs6890268:3.83948,11.981 CD:rs11742570:3.83948,12.1824
chr5	43983499	50163398	2	2;2	UB-23,MPB-23;NST-23,EDU	UB_23:rs144981317:5.90458,-4.1329,-1.01122,0.374 MPB_23:rs144981317:5.90458,-4.1329,-1.01122,0.374 NST_23:rs112113918:-0.361409,1.32914,4.65478,3.641 EDU:rs4493682:1.62201,-1.14317,4.38525,5.524
chr5	52134622	53703044	2	2	HDL,T2D	HDL:rs6450176:-5.452,4.11932 T2D:rs255759:-3.1,4.37759
chr5	55417349	56621102	4	2;4	RA,CD;TG,NST-23,T2D,WHR	RA:rs7731626:-9.16276,nan,nan,0.284216,nan,nan CD:rs13186299:-8.24772,-4.19664,-0.233607,-0.630067,0.591732,-0.269841 TG:rs9686661:0.393624,-1.51822,6.425,3.65683,3.91078,4.26301 NST_23:rs28650790:0.791139,-1.48625,5.69357,4.3165,4.02667,4.13999 T2D:rs3843467:0.393624,-1.49851,6.111,3.53006,4.70813,4.17215 WHR:rs11743303:0.435254,-1.4853,6.047,3.59018,3.74555,4.82143
chr5	71240456	73759326	2	2	UB-23,CD	UB_23:rs6881396:12.9611,-3.60048 CD:rs28601666:12.762,-4.2005
chr5	73759326	75798866	2	2	BMI,EDU	BMI:rs10057967:-7.23684,3.975 EDU:rs253415:5.33424,-5.339
chr5	87389991	88891530	4	4;2;2	NST-23,PS-23,ALL-23,EDU;PLT,RBC;FNBMD,HEIGHT	NST_23:rs16903197:5.29356,7.1401,nan,5.113,0.747619,-1.3845,-2.70639,-2.95701 PS_23:rs10067451:2.18357,7.24429,nan,4.94,-0.46714,-2.0373,-2.74937,-1.46939 ALL_23:rs4518438:-3.68557,-1.87063,-4.52834,-4.947,-3.39579,-0.723618,4.36938,0.931034 EDU:rs10061788:1.98815,6.60025,nan,5.964,0.721182,-1.04166,-1.17916,-1.15456 PLT:rs700585:-0.822951,2.76981,-1.1086,-2.078,-6.11171,-3.59515,0.173447,-1.57143 RBC:rs304145:-0.839115,2.72442,-1.07693,-1.828,-5.97627,-3.87278,0.142861,-1.34286 FNBMD:rs1366594:1.44542,0.943453,0.778227,3.352,1.75109,0.824598,-11.1804,-10.0 HEIGHT:rs1366594:1.44542,0.943453,0.778227,3.352,1.75109,0.824598,-11.1804,-10.0
chr5	88891530	90422654	2	2	SCZ,HEIGHT	SCZ:rs2247419:5.05495,5.15793 HEIGHT:rs2247870:4.73083,5.33333
chr5	93809984	95963519	4	4	FG,BMI,HEIGHT,AAM-23	FG:rs4869272:6.06061,-3.92624,-5.80645,4.98049 BMI:rs12514158:0.712492,-4.83225,0.682236,2.98615 HEIGHT:rs7700417:-5.0,4.4878,6.875,-4.3178 AAM_23:rs17085593:-5.45455,4.275,6.77419,-5.25088
chr5	101578769	103320005	2	2	RA,EDU	RA:rs2569016:-6.45552,3.985 EDU:rs1991797:-5.60495,4.258
chr5	108633934	110821144	2	2	ATH-23,ALL-23	ATH_23:rs1837253:12.1636,6.69934 ALL_23:rs1438673:-9.31374,-9.28278
chr5	122556905	123798100	2	2	MCHC,EDU	MCHC:rs17150367:5.68426,-3.862 EDU:rs57113607:4.5584,-4.758
chr5	129519025	132139649	3	2;3	ATH-23,ALL-23;TS-23,PLT,UC	ATH_23:rs2244012:8.59981,4.66667,-0.636829,0.231148,0.100308 ALL_23:rs1295686:-7.66447,-6.82353,0.669662,-0.701806,0.116823 TS_23:rs1910030:-1.51576,nan,5.08232,nan,nan PLT:rs2070729:2.45982,2.98988,-2.68961,6.44899,-4.3997 UC:rs11746555:-3.82225,-3.74471,4.0856,-4.05196,4.74883
chr5	132139649	134777401	3	3	AAM,AAM-23,AVD-23	AAM:rs62379978:7.73908,5.30603,4.84544 AAM_23:rs13178130:5.12345,5.96287,2.5896 AVD_23:rs62379978:7.73908,5.30603,4.84544
chr5	136376050	139265072	2	2	AAM,AVD-23	AAM:rs740077:-6.52948,-4.14487 AVD_23:rs190157440:nan,4.31112
chr5	139265072	140645971	2	2	NOSE-23,AD	NOSE_23:rs4150230:4.74681,2.59113 AD:rs2878896:-3.98497,-5.33974
chr5	140645971	142981248	3	3	ATH-23,ALL-23,CD	ATH_23:rs7718955:5.76923,4.41569,4.78125 ALL_23:rs10068717:5.6791,4.75445,4.66115 CD:rs9324865:4.72485,3.87446,5.37482
chr5	142981248	144943354	2	2	DIMP-23,HEIGHT	DIMP_23:rs2398660:-5.32305,-3.66667 HEIGHT:rs9324928:-5.06115,-4.82759
chr5	152867774	153773088	2	2	AAM,BMI	AAM:rs7701886:5.1577,-5.07895 BMI:rs815610:4.55301,-5.40541
chr5	153773088	155373505	2	2	UB-23,MPB-23	UB_23:rs7444774:9.73185,-3.45806 MPB_23:rs13173061:7.39879,-3.69017
chr5	155373505	156628700	4	4	TG,LDL,TC,CD	TG:rs1553318:6.65686,8.70078,9.75156,-3.72328 LDL:rs6882076:6.465,9.748,10.94,-4.04217 TC:rs6882076:6.465,9.748,10.94,-4.04217 CD:rs1363232:6.561,8.93,10.156,-4.21246
chr5	156628700	158825698	3	3	MPB-23,BHM-23,CUP-23	MPB_23:rs62385385:-9.91495,-4.37543,4.13026 BHM_23:rs4594837:-9.66872,-4.95722,4.14808 CUP_23:rs2161356:-8.44578,-3.17553,4.71674
chr6	73924	1452362	2	2	UB-23,MPB-23	UB_23:rs12203592:6.74264,6.81391 MPB_23:rs12203592:6.74264,6.81391
chr6	11790816	13209388	2	2	MIGR-23,CAD	MIGR_23:rs9349379:-10.0391,6.96238 CAD:rs9349379:-10.0391,6.96238
chr6	13209388	14802924	2	2	EDU,CD	EDU:rs7776010:5.437,-4.00359 CD:rs9349956:5.162,-4.73644
chr6	21684065	22748307	2	2	NST-23,HEIGHT	NST_23:rs4712652:5.83875,4.33333 HEIGHT:rs9366426:5.1859,5.0
chr6	24852275	25684587	4	2;4	NST-23,SCZ;HB,MCHC,TC,LDL	NST_23:rs35789010:5.38359,-8.24716,-4.43808,-2.03546,-0.465257,1.01102 SCZ:rs4712936:-4.69311,8.37816,3.71524,1.91364,0.474797,-0.847236 HB:rs78912080:-2.3338,0.0229377,6.75971,6.01225,-3.85235,-4.25005 MCHC:rs78912080:-2.3338,0.0229377,6.75971,6.01225,-3.85235,-4.25005 TC:rs78912080:-2.3338,0.0229377,6.75971,6.01225,-3.85235,-4.25005 LDL:rs78912080:-2.3338,0.0229377,6.75971,6.01225,-3.85235,-4.25005
chr6	25684587	26791233	5	5	MCV,PLT,RBC,TC,LDL	MCV:rs79220007:14.324,-4.54235,-4.65851,-5.38369,-5.94936 PLT:rs1800562:14.324,-4.59153,-4.65851,-5.574,-6.189 RBC:rs116009877:13.762,-2.77669,-5.16148,-4.5775,-5.15288 TC:rs1800562:14.324,-4.59153,-4.65851,-5.574,-6.189 LDL:rs1800562:14.324,-4.59153,-4.65851,-5.574,-6.189
chr6	26791233	28017819	4	4	HB,MCV,PLT,TC	HB:rs13219787:5.7231,6.83476,-4.20559,-3.403 MCV:rs13219787:5.7231,6.83476,-4.20559,-3.403 PLT:rs13219787:5.7231,6.83476,-4.20559,-3.403 TC:rs13214703:5.21282,6.22515,-3.99848,-3.82
chr6	28017819	28917608	5	5	HB,MCV,PLT,TC,LDL	HB:rs35111391:5.29866,6.64588,-3.75849,-3.44514,-3.32084 MCV:rs71559084:5.14712,6.96931,-3.62728,-3.29866,-3.36096 PLT:rs35111391:5.29866,6.64588,-3.75849,-3.44514,-3.32084 TC:rs147493146:5.28359,6.90297,-3.70237,-3.45988,-3.35415 LDL:rs35814746:5.19104,6.72872,-3.66227,-3.35598,-3.38794
